clus,pois,latitude,longitude,time,categories
437,Università_degli_Studi_Roma_Tre,41.8625,12.47888889,335.8888889,universitàdiroma
438,Domus_Augustana;Campitelli,41.88803,12.48639,356.3152174,palazziimperialiromani;romar.xcampitelli;romar.xcampitelli;domusdiroma
439,Stadio_palatino,41.88735278,12.4872,240,romar.xcampitelli;circhidiroma
440,Mitreo_del_Circo_Massimo,41.88811389,12.48285556,307.4473684,mitreidiroma;romar.xiiripa
441,Chiesa_di_San_Giuseppe_Cottolengo_(Roma),41.90264167,12.43836389,240,chiesediromadelxxsecolo;chiesediroma
442,Piazza_Cola_di_Rienzo,41.90833333,12.46777778,1450.354839,romar.xxiiprati;piazzediroma
443,Silvano_Toti_Globe_Theatre,41.91445,12.48561111,245.5675676,teatridiroma;villediroma;romaq.iiipinciano
444,Galleria_Alberto_Sordi,41.90105556,12.4812,240,palazzidiroma;romar.iitrevi
445,Chiesa_dei_Santi_Gioacchino_e_Anna,41.85208333,12.58777778,240,chiesediromadelxxsecolo;romaz.xvtorremaura;chiesediroma;chiesetitolaridiroma
446,Chiesa_di_San_Ponziano_(Roma),41.94771,12.54477,240,chiesediroma;chiesetitolaridiroma;chiesediromadelxxsecolo
447,Chiesa_di_Sant'Ippolito,41.910756,12.52141,240,chiesediromadelxxsecolo;chiesediroma
448,Via_Gregoriana,41.90509167,12.48435833,240,stradediroma;romar.ivcampomarzio
451,Piazza_San_Pietro,41.90222222,12.45638889,695.1456753,piazzediroma;architetturebarocchediroma;valichidiconfined'italia
452,Palazzo_Chigi-Odescalchi,41.89800278,12.48259167,674.0526316,architetturebarocchediroma;romar.iitrevi;palazzidiroma
453,Stazione_di_Ottavia,41.9604235,12.4103236,240,stazioniferroviariediroma;romaz.lottavia
454,Università_di_Utrecht,41.90333333,12.51583333,313.0526316,universitàdiroma
455,Stazione_di_Vigna_Clara,41.94916667,12.47111111,306.3333333,romaq.xviiitordiquinto;stazioniferroviariediroma
457,Ippodromo_Tor_di_Valle,41.82406,12.43223,240,romaz.xxxixtordivalle;impiantisportividiroma
458,Piazza_Albania,41.88030833,12.48363056,713.1666667,piazzediroma;romar.xxisansaba
459,Link_Campus_University,41.92111111,12.51694444,952.3333333,universitàdiroma;romaq.xviitrieste
460,Cimitero_acattolico_di_Roma,41.876212,12.479299,881.4662162,cimiteridiroma;romar.xxtestaccio
462,Torri_INA,41.930925,12.52394167,240,architetturediroma;palazzidiroma
463,Arco_di_Travertino,41.86668,12.535,1768.5,romaq.viiituscolano;toponimidiroma
464,San_Saba_(rione_di_Roma),41.87863,12.48544,240,romar.xxisansaba
465,Villa_Glori;Villa_Doria_Pamphilj,41.88752,12.44484,338.9,romar.xiiitrastevere;parchidiroma;parchidiroma;romaq.iiparioli;luoghidellastoria;villediroma;romas.viiigianicolense;romaq.xiigianicolense;museidiroma
467,"Chiesa_del_""Domine_quo_vadis""",41.86638889,12.50361111,724.7619048,chiesediroma;chiesediromadelxviisecolo
468,Palazzo_Apostolico,41.90361111,12.45638889,576.4326019,residenzeufficiali;palazzidiroma;palazzidellacittàdelvaticano
469,Viminale_(colle),41.89916667,12.49416667,240,romar.imonti;settecollidiroma
470,Trastevere,41.88722222,12.46555556,1230.285714,romar.xiiitrastevere
471,Piazza_Colonna;Colonna_di_Marco_Aurelio,41.90083333,12.47986111,240,piazzediroma;romar.iitrevi;romar.iiicolonna;marcomanni;colonnediroma;sculturearoma;romar.iiicolonna
472,Palazzo_Farnese_(Roma),41.89472222,12.47083333,510.2023346,palazzidiroma;architetturerinascimentalidiroma;romar.viiregola
473,Monti_(rione_di_Roma),41.9016,12.47652,240,romar.imonti
474,Anfiteatro_castrense,41.88763829,12.51509607,240,anfiteatridiroma;romar.xvesquilino
475,Terme_di_Diocleziano,41.90277778,12.49833333,704.0847458,romar.xviiicastropretorio;termediroma;museidiroma
476,Largo_di_Torre_Argentina,41.89527778,12.47694444,303.2455197,romar.ixpigna;sitiarcheologicidiroma;piazzediroma;romar.viiisant'eustachio
477,Quirinale_(colle),41.90111111,12.48833333,240,romar.iitrevi;settecollidiroma
478,Ripa,41.88681,12.48527,763.6888889,romar.xiiripa
479,Borgo_(rione_di_Roma),41.90406,12.46162,687.8769231,romar.xivborgo
480,Ludovisi_(rione_di_Roma),41.90716,12.49085,260.6666667,romar.xviludovisi
481,Celio_(rione_di_Roma),41.88179,12.49531,240,romar.xixcelio
482,Testaccio,41.87611111,12.475,818,romar.xxtestaccio
483,Domus_Aurea,41.89138889,12.49527778,240,architettureantichediroma;domusdiroma;romar.imonti
484,Mura_aureliane,41.87333333,12.49888889,240,muradiroma
485,Piazza_del_Campidoglio,41.890873,12.483988,240,piazzediroma;architetturerinascimentalidiroma;romar.xcampitelli
486,Piramide_Cestia,41.87638889,12.48083333,265.2054054,monumentidiroma;piramididiroma;romar.xxtestaccio;sitiarcheologicidiroma
487,Chiesa_di_Sant'Ivo_alla_Sapienza,41.89833333,12.47444444,266.004878,architetturebarocchediroma;chiesediromadelxviisecolo;chiesediroma
488,Cordonata_(Roma),41.89361111,12.48222222,249.9498364,romar.xcampitelli;architetturerinascimentalidiroma;monumentidiroma
489,Villa_Giulia,41.91833333,12.47777778,1362.5,palazzidiroma;villediroma;romaq.iiipinciano;museidiroma;architetturerinascimentalidiroma
